CustomerNo,Recency,Frequency,Monetary,Cluster
14211,54,9,13859.67,cluster_1
14212,90,1,11732.72,cluster_1
14214,31,7,14696.08,cluster_1
14215,12,6,12958.92,cluster_1
14216,4,4,5248.0,cluster_1
14217,2,17,8174.25,cluster_0
14218,43,1,1689.66,cluster_1
14219,5,1,564.72,cluster_1
14220,248,3,3449.67,cluster_3
14221,43,9,25920.42,cluster_1
14222,178,1,6616.25,cluster_3
14223,93,3,7011.7,cluster_1
14224,92,5,6027.099999999999,cluster_1
14226,29,5,15555.88,cluster_1
14227,27,10,18533.82,cluster_1
14229,52,3,7838.16,cluster_1
14231,184,3,4652.71,cluster_3
14232,43,6,25683.38,cluster_1
14233,50,4,8409.51,cluster_1
14234,23,5,17436.04,cluster_1
14235,76,5,20930.22,cluster_1
14236,81,3,3925.52,cluster_1
14237,309,2,8650.66,cluster_3
14238,327,1,1288.33,cluster_3
14239,44,12,11287.18,cluster_1
14240,31,2,5196.67,cluster_1
14241,184,1,1715.1,cluster_3
14242,235,2,1425.13,cluster_3
14243,9,11,18738.8,cluster_1
14245,220,2,11678.2,cluster_3
14246,111,3,9631.6,cluster_1
14247,279,1,621.84,cluster_3
14248,319,1,1355.5,cluster_3
14249,239,1,46.53,cluster_3
14250,8,3,11971.93,cluster_1
14251,2,5,16311.6,cluster_1
14253,176,1,42.67,cluster_3
14255,339,1,6056.75,cluster_3
14256,261,2,5235.91,cluster_3
14257,57,6,23985.3,cluster_1
14258,10,9,75235.94,cluster_1
14259,142,1,819.92,cluster_1
14261,51,2,4976.54,cluster_1
14262,9,8,17658.899999999998,cluster_1
14264,155,2,1059.74,cluster_3
14265,110,3,3941.16,cluster_1
14267,163,3,6986.22,cluster_3
14270,37,2,2537.47,cluster_1
14271,226,1,1017.1,cluster_3
14272,74,2,6466.18,cluster_1
14273,52,4,2474.77,cluster_1
14276,99,4,12088.38,cluster_1
14277,16,3,18854.5,cluster_1
14280,197,1,670.33,cluster_3
14282,4,15,24796.9,cluster_0
14284,31,2,2260.37,cluster_1
14285,22,5,8901.89,cluster_1
14286,24,4,52345.55,cluster_1
14287,9,3,2577.51,cluster_1
14288,214,1,2364.3,cluster_3
14289,9,6,3789.48,cluster_1
14290,12,5,11028.26,cluster_1
14291,2,12,34318.25,cluster_0
14292,8,9,17931.26,cluster_1
14293,4,4,6579.12,cluster_1
14295,41,1,1031.16,cluster_1
14297,18,4,7641.87,cluster_1
14298,9,44,635526.37,cluster_2
14299,9,10,25087.2,cluster_1
14300,19,2,830.16,cluster_1
14301,118,1,6868.08,cluster_1
14304,223,1,1817.6,cluster_3
14305,54,4,18146.22,cluster_1
14306,52,2,13040.04,cluster_1
14307,89,6,23794.13,cluster_1
14309,9,9,17912.71,cluster_1
14311,243,1,1814.3,cluster_3
14312,47,6,11767.54,cluster_1
14314,107,1,3156.88,cluster_1
14315,45,6,10705.71,cluster_1
14316,284,1,242.03,cluster_3
14317,65,1,2829.64,cluster_1
14320,207,2,3820.99,cluster_3
14321,11,6,26875.24,cluster_1
14323,115,3,4232.45,cluster_1
14326,243,1,1244.09,cluster_3
14327,164,1,1743.96,cluster_3
14329,18,7,33903.03,cluster_1
14331,125,2,2937.63,cluster_1
14332,16,4,5692.03,cluster_1
14333,68,1,1020.02,cluster_1
14334,17,8,19726.59,cluster_1
14335,17,2,4047.78,cluster_1
14336,17,4,16265.33,cluster_1
14338,162,2,4036.59,cluster_3
14339,243,1,2039.02,cluster_3
14340,165,2,1229.6,cluster_3
14341,46,8,14396.99,cluster_1
14342,22,4,4241.74,cluster_1
14344,128,8,5801.21,cluster_1
14345,39,1,624.1700000000001,cluster_1
14346,121,2,6900.599999999999,cluster_1
14348,261,1,2295.35,cluster_3
14349,11,1,551.21,cluster_1
14350,275,1,2165.73,cluster_3
14351,165,2,35208.91,cluster_3
14352,158,4,6619.79,cluster_3
14353,216,1,748.9,cluster_3
14354,6,2,1755.3,cluster_1
14355,366,1,1121.74,cluster_3
14356,36,3,14852.92,cluster_1
14357,44,1,1693.95,cluster_1
14359,20,3,4737.4,cluster_1
14360,32,4,13354.98,cluster_1
14362,23,1,1067.58,cluster_1
14364,109,8,18538.81,cluster_1
14365,26,1,184148.76,cluster_1
14367,9,16,45625.46,cluster_0
14368,320,1,527.88,cluster_3
14369,8,1,117.61,cluster_1
14371,296,1,451.52,cluster_3
14373,359,1,252.7,cluster_3
14375,186,1,2127.34,cluster_3
14377,192,2,2877.11,cluster_3
14379,45,2,3337.26,cluster_1
14381,53,1,1692.1799999999998,cluster_1
14382,27,1,13043.2,cluster_1
14383,39,4,9608.97,cluster_1
14385,10,4,1180.99,cluster_1
14386,297,1,699.4,cluster_3
14387,33,3,9514.61,cluster_1
14388,11,9,27812.02,cluster_1
14389,66,2,6474.26,cluster_1
14390,11,10,22749.14,cluster_1
14393,219,1,202.88,cluster_3
14395,3,9,19340.82,cluster_1
14396,66,2,2768.99,cluster_1
14397,3,19,19764.28,cluster_0
14400,150,2,6073.139999999999,cluster_3
14401,5,13,48360.4,cluster_0
14403,131,4,6831.84,cluster_1
14404,34,6,8289.83,cluster_1
14406,120,1,826.0,cluster_1
14407,108,5,16316.36,cluster_1
14408,11,7,18183.84,cluster_1
14409,72,6,13369.1,cluster_1
14410,93,9,6913.77,cluster_1
14411,74,2,8554.16,cluster_1
14412,43,3,8985.25,cluster_1
14413,363,1,798.55,cluster_3
14414,92,7,27282.32,cluster_1
14415,2,14,32473.83,cluster_0
14416,23,2,3719.14,cluster_1
14418,4,4,28750.33,cluster_1
14419,11,6,5354.55,cluster_1
14420,100,1,3820.58,cluster_1
14421,58,3,24639.89,cluster_1
14422,1,6,32979.48,cluster_1
14423,219,1,1501.44,cluster_3
14424,18,2,867.12,cluster_1
14426,24,11,37372.79,cluster_1
14427,51,3,3676.9,cluster_1
14428,8,5,5095.17,cluster_1
14431,303,1,1814.42,cluster_3
14432,10,6,22043.93,cluster_1
14434,22,6,5179.360000000001,cluster_1
14435,2,1,12.38,cluster_1
14436,99,1,1413.42,cluster_1
14437,366,1,679.56,cluster_3
14438,295,2,680.8399999999999,cluster_3
14439,320,1,8118.66,cluster_3
14440,9,5,7362.74,cluster_1
14441,1,4,6326.4800000000005,cluster_1
14442,205,2,6569.88,cluster_3
14443,54,4,11009.59,cluster_1
14446,1,4,9076.92,cluster_1
14447,19,5,6327.98,cluster_1
14448,10,2,804.9,cluster_1
14449,19,4,8293.35,cluster_1
14450,181,3,2928.13,cluster_3
14451,61,2,4116.1,cluster_1
14452,11,2,1019.33,cluster_1
14453,191,2,16461.45,cluster_3
14456,6,9,28686.02,cluster_1
14457,311,1,1018.36,cluster_3
14459,156,1,9067.62,cluster_3
14460,111,3,9476.16,cluster_1
14461,81,5,17520.66,cluster_1
14462,67,11,11802.71,cluster_1
14463,99,3,2352.1400000000003,cluster_1
14465,247,3,5057.24,cluster_3
14466,30,7,12639.72,cluster_1
14467,18,4,3439.71,cluster_1
14470,12,2,2097.9,cluster_1
14472,104,8,13532.08,cluster_1
14473,61,3,1366.39,cluster_1
14474,47,1,1996.3,cluster_1
14475,72,3,4916.43,cluster_1
14476,258,1,1325.1799999999998,cluster_3
14477,20,5,21015.2,cluster_1
14479,254,2,1523.26,cluster_3
14480,12,1,883.07,cluster_1
14481,165,2,5664.59,cluster_3
14482,19,7,16490.74,cluster_1
14483,282,1,1134.66,cluster_3
14484,51,1,2298.04,cluster_1
14485,39,1,865.6999999999999,cluster_1
14487,27,6,8417.92,cluster_1
14488,68,1,8601.32,cluster_1
14489,208,1,2690.26,cluster_3
14491,176,2,1774.02,cluster_3
14492,326,1,113.45,cluster_3
14493,8,5,12887.71,cluster_1
14494,26,2,1352.92,cluster_1
14495,51,3,1204.04,cluster_1
14496,155,4,3191.35,cluster_3
14497,310,1,2895.85,cluster_3
14498,1,6,17455.59,cluster_1
14499,27,3,5762.53,cluster_1
14500,89,3,1565.04,cluster_1
14501,184,2,1907.6,cluster_3
14502,20,11,17492.65,cluster_1
14503,4,6,20398.81,cluster_1
14504,48,4,3846.74,cluster_1
14505,18,8,33031.4,cluster_1
14506,18,6,9233.9,cluster_1
14507,24,6,7367.059999999999,cluster_1
14508,23,2,1590.71,cluster_1
14511,12,7,13011.81,cluster_1
14512,11,3,10362.33,cluster_1
14513,101,3,4167.67,cluster_1
14514,62,4,6826.52,cluster_1
14515,18,6,12433.61,cluster_1
14517,34,2,1271.38,cluster_1
14518,65,1,3027.32,cluster_1
14520,2,2,930.04,cluster_1
14522,25,4,6379.969999999999,cluster_1
14523,109,1,2820.2200000000003,cluster_1
14524,32,9,8591.94,cluster_1
14525,20,9,31195.48,cluster_1
14527,3,55,26078.7,cluster_0
14528,38,1,3222.7,cluster_1
14529,61,3,3917.98,cluster_1
14530,26,7,17712.62,cluster_1
14532,237,4,3867.23,cluster_3
14533,25,7,43069.92,cluster_1
14534,3,18,23055.11,cluster_0
14535,61,3,21512.87,cluster_1
14536,260,2,850.28,cluster_3
14537,58,2,1986.9,cluster_1
14538,65,2,1986.42,cluster_1
14539,16,3,2977.89,cluster_1
14540,10,3,4412.94,cluster_1
14541,59,9,9910.36,cluster_1
14542,186,2,1806.82,cluster_3
14543,29,16,10526.6,cluster_0
14544,25,3,18074.65,cluster_1
14545,207,1,901.83,cluster_3
14546,6,5,14341.74,cluster_1
14547,4,8,25625.87,cluster_1
14548,151,2,3292.16,cluster_3
14549,312,1,1629.32,cluster_3
14550,11,2,3620.44,cluster_1
14551,19,4,23798.21,cluster_1
14552,152,2,2599.88,cluster_3
14553,20,6,13193.28,cluster_1
14554,11,4,15035.91,cluster_1
14555,58,3,1594.28,cluster_1
14557,86,1,6035.36,cluster_1
14560,8,22,14370.68,cluster_0
14561,76,3,11500.85,cluster_1
14562,4,18,22029.5,cluster_0
14565,96,4,18117.08,cluster_1
14566,111,1,4832.0,cluster_1
14567,57,2,5790.8,cluster_1
14569,2,1,496.36,cluster_1
14570,281,2,1169.82,cluster_3
14572,4,7,17165.68,cluster_1
14573,180,9,7105.93,cluster_3
14576,373,1,159.24,cluster_3
14577,13,5,7084.59,cluster_1
14578,4,1,1484.85,cluster_1
14580,40,1,2201.8,cluster_1
14581,17,1,1342.48,cluster_1
14582,41,1,864.99,cluster_1
14583,6,5,7667.05,cluster_1
14584,170,4,4963.63,cluster_3
14585,40,2,67924.45,cluster_1
14586,277,1,4794.0,cluster_3
14587,19,9,8908.31,cluster_1
14589,372,1,92.0,cluster_3
14591,16,4,8610.36,cluster_1
14592,36,3,4743.32,cluster_1
14593,22,3,3837.9,cluster_1
14594,8,2,2016.96,cluster_1
14595,20,6,11747.67,cluster_1
14597,12,2,4302.28,cluster_1
14598,45,2,5391.09,cluster_1
14600,306,1,1684.19,cluster_3
14601,11,2,4955.94,cluster_1
14603,275,1,4776.0,cluster_3
14606,2,90,72404.13,cluster_0
14607,16,12,107942.72,cluster_0
14608,5,4,5412.57,cluster_1
14609,73,4,72625.26000000001,cluster_1
14614,163,1,16523.57,cluster_3
14616,243,3,1481.92,cluster_3
14618,10,3,2361.36,cluster_1
14619,246,1,1962.04,cluster_3
14620,206,2,2616.37,cluster_3
14621,2,5,9385.81,cluster_1
14622,185,1,1639.26,cluster_3
14623,33,5,4774.57,cluster_1
14624,58,2,1832.44,cluster_1
14625,197,2,4290.02,cluster_3
14626,24,4,15630.37,cluster_1
14628,92,2,3476.57,cluster_1
14629,5,2,3828.16,cluster_1
14631,51,4,13412.39,cluster_1
14632,263,1,1040.18,cluster_3
14633,40,2,2096.27,cluster_1
14636,37,2,2972.36,cluster_1
14638,51,1,2155.98,cluster_1
14639,53,6,17725.94,cluster_1
14640,25,6,11179.0,cluster_1
14641,22,1,970.14,cluster_1
14642,59,1,877.76,cluster_1
14643,171,2,8210.24,cluster_3
14644,68,2,3495.4,cluster_1
14645,157,4,10895.68,cluster_3
14646,2,73,2112282.03,cluster_2
14647,202,1,1174.51,cluster_3
14649,5,4,9896.07,cluster_1
14650,355,1,939.29,cluster_3
14651,68,2,4185.5,cluster_1
14652,53,2,3513.27,cluster_1
14653,2,7,9614.73,cluster_1
14655,9,5,11411.54,cluster_1
14656,170,3,2834.86,cluster_3
14657,18,4,5645.33,cluster_1
14658,6,2,460.96,cluster_1
14659,9,9,13524.01,cluster_1
14660,87,2,2629.48,cluster_1
14661,27,1,469.36,cluster_1
14662,29,4,6623.8,cluster_1
14664,20,2,5319.07,cluster_1
14665,61,5,8795.76,cluster_1
14666,25,1,1773.02,cluster_1
14667,11,25,58167.71,cluster_0
14668,80,2,5954.5,cluster_1
14669,242,3,9146.49,cluster_3
14670,281,2,3732.13,cluster_3
14672,235,2,5437.74,cluster_3
14673,4,5,10324.54,cluster_1
14674,253,1,80.68,cluster_3
14675,17,1,2171.42,cluster_1
14676,32,6,28237.92,cluster_1
14677,214,1,1490.59,cluster_3
14678,362,1,401.49,cluster_3
14680,26,16,126356.73,cluster_0
14681,72,4,1784.72,cluster_1
14682,188,2,873.5999999999999,cluster_3
14683,162,1,839.99,cluster_3
14684,26,6,10774.26,cluster_1
14687,107,1,5461.24,cluster_1
14688,8,21,39303.89,cluster_0
14689,209,1,858.68,cluster_3
14690,45,2,2075.45,cluster_1
14691,31,5,8869.15,cluster_1
14692,138,4,3322.16,cluster_1
14693,265,1,525.72,cluster_3
14694,10,1,3509.6200000000003,cluster_1
14696,5,7,17629.03,cluster_1
14697,219,2,2048.58,cluster_3
14698,2,5,6553.56,cluster_1
14699,215,1,901.01,cluster_3
14700,33,4,15229.07,cluster_1
14701,11,9,10369.53,cluster_1
14702,2,17,17150.96,cluster_0
14703,15,1,1166.37,cluster_1
14704,20,8,19557.86,cluster_1
14705,199,1,604.0,cluster_3
14708,3,3,6227.33,cluster_1
14709,16,13,20266.92,cluster_0
14710,15,4,4220.91,cluster_1
14711,11,11,12174.97,cluster_1
14712,30,3,4168.52,cluster_1
14713,10,11,17161.36,cluster_1
14714,25,1,2511.35,cluster_1
14715,25,4,6204.03,cluster_1
14716,44,2,5363.13,cluster_1
14718,354,1,3678.53,cluster_3
14719,2,6,13542.27,cluster_1
14720,6,3,2363.45,cluster_1
14722,148,2,5870.9,cluster_3
14723,11,7,7056.96,cluster_1
14725,25,1,6699.42,cluster_1
14727,275,1,910.72,cluster_3
14729,374,1,2251.42,cluster_3
14730,2,9,11964.02,cluster_1
14731,48,3,2959.71,cluster_1
14732,9,8,15954.33,cluster_1
14733,17,12,47466.75,cluster_0
14735,4,31,24485.89,cluster_0
14737,4,4,7991.97,cluster_1
14738,43,8,10949.65,cluster_1
14739,5,8,58681.04,cluster_1
14740,198,3,9017.1,cluster_3
14741,12,6,9267.58,cluster_1
14744,17,7,4801.26,cluster_1
14745,113,5,10737.89,cluster_1
14747,250,1,1197.23,cluster_3
14748,29,6,26851.64,cluster_1
14751,10,2,928.72,cluster_1
14752,44,1,3064.96,cluster_1
14753,88,1,2313.07,cluster_1
14754,45,3,12346.15,cluster_1
14755,10,13,25430.97,cluster_0
14756,16,2,3066.0,cluster_1
14757,46,2,1997.46,cluster_1
14758,145,4,5815.34,cluster_1
14759,5,3,5406.51,cluster_1
14760,298,1,501.36,cluster_3
14761,59,2,1471.7,cluster_1
14762,264,1,3624.26,cluster_3
14764,47,1,2232.72,cluster_1
14765,30,3,1644.08,cluster_1
14766,9,6,15056.72,cluster_1
14768,18,3,2504.35,cluster_1
14769,3,8,82807.02,cluster_1
14770,233,3,6797.97,cluster_3
14771,290,1,1085.04,cluster_3
14772,113,1,983.32,cluster_1
14773,143,1,10429.4,cluster_1
14774,159,1,10258.6,cluster_3
14775,59,3,13070.64,cluster_1
14776,52,11,34723.1,cluster_1
14777,142,1,778.64,cluster_1
14778,128,2,3691.54,cluster_1
14779,281,3,1256.67,cluster_3
14780,55,3,3442.3,cluster_1
14782,320,1,1373.38,cluster_3
14784,27,2,2726.44,cluster_1
14785,11,2,537.36,cluster_1
14788,8,2,3757.48,cluster_1
14789,29,1,1391.6,cluster_1
14790,17,4,6867.64,cluster_1
14792,64,1,26.86,cluster_1
14793,22,1,1042.78,cluster_1
14794,3,7,6267.63,cluster_1
14795,167,1,309.01,cluster_3
14796,2,17,67225.24,cluster_0
14798,53,3,1715.4,cluster_1
14799,52,1,1658.42,cluster_1
14800,48,13,41152.7,cluster_0
14801,62,1,1967.33,cluster_1
14803,163,3,4658.68,cluster_3
14804,9,1,747.79,cluster_1
14805,16,4,1443.87,cluster_1
14806,76,1,3580.5,cluster_1
14808,40,8,24965.17,cluster_1
14810,41,12,9786.88,cluster_1
14813,179,3,5499.71,cluster_3
14815,37,2,8423.62,cluster_1
14816,198,1,1242.15,cluster_3
14817,151,3,15127.89,cluster_3
14818,74,4,10564.99,cluster_1
14819,65,2,1346.98,cluster_1
14820,22,5,3133.4,cluster_1
14821,178,2,813.62,cluster_3
14823,181,3,1231.37,cluster_3
14824,11,4,4354.1,cluster_1
14825,4,14,15764.15,cluster_0
14828,197,3,24460.7,cluster_3
14829,30,4,5162.87,cluster_1
14830,54,1,1739.43,cluster_1
14834,18,6,8455.36,cluster_1
14836,11,2,469.25,cluster_1
14837,90,4,16113.58,cluster_1
14839,367,1,105.44,cluster_3
14840,24,2,18594.28,cluster_1
14841,54,6,19911.74,cluster_1
14842,44,4,14634.68,cluster_1
14844,64,4,18847.99,cluster_1
14847,94,3,11491.38,cluster_1
14849,22,26,64599.98,cluster_0
14850,312,1,3336.67,cluster_3
14851,24,2,3855.07,cluster_1
14852,59,6,20390.02,cluster_1
14853,25,2,1328.0,cluster_1
14854,79,7,21402.8,cluster_1
14855,120,2,3099.92,cluster_1
14856,37,3,8307.07,cluster_1
14857,60,4,17229.45,cluster_1
14859,13,4,6047.46,cluster_1
14860,20,1,2552.6,cluster_1
14861,53,1,1328.16,cluster_1
14862,26,2,8594.92,cluster_1
14863,30,1,1626.48,cluster_1
14865,8,2,1108.8,cluster_1
14866,11,13,82481.14,cluster_0
14867,186,3,4089.62,cluster_3
14868,4,8,15651.9,cluster_1
14869,9,2,5172.52,cluster_1
14870,262,1,1555.06,cluster_3
14871,4,4,1855.63,cluster_1
14873,211,1,2254.56,cluster_3
14875,108,2,7158.62,cluster_1
14877,361,1,34630.67,cluster_3
14878,13,10,10504.55,cluster_1
14880,78,3,4423.139999999999,cluster_1
14881,20,1,3500.6,cluster_1
14882,27,2,2223.56,cluster_1
14883,19,8,11107.79,cluster_1
14885,132,1,8205.32,cluster_1
14886,253,1,1775.06,cluster_3
14887,80,1,7139.0,cluster_1
14888,208,1,1659.82,cluster_3
14889,337,1,1001.88,cluster_3
14890,254,1,651.48,cluster_3
14891,149,2,5141.04,cluster_3
14893,10,2,5159.59,cluster_1
14894,86,1,3388.12,cluster_1
14895,8,20,57562.84,cluster_0
14896,205,2,3340.21,cluster_3
14897,8,5,11719.29,cluster_1
14898,24,7,11462.95,cluster_1
14901,12,9,7671.089999999999,cluster_1
14902,26,1,2513.54,cluster_1
14903,22,5,18481.68,cluster_1
14904,3,2,15133.16,cluster_1
14905,158,2,3510.66,cluster_3
14907,4,8,18872.61,cluster_1
14908,75,1,1637.56,cluster_1
14910,3,4,2348.79,cluster_1
14911,2,198,914204.19,cluster_2
14912,17,2,8311.52,cluster_1
14913,36,4,18999.28,cluster_1
14915,92,2,1463.04,cluster_1
14916,71,4,11749.7,cluster_1
14918,116,2,8568.52,cluster_1
14920,213,3,6117.34,cluster_3
14921,31,2,11116.03,cluster_1
14922,299,1,21.17,cluster_3
14923,51,1,5052.08,cluster_1
14924,246,1,973.75,cluster_3
14929,33,1,1623.34,cluster_1
14930,29,4,29131.07,cluster_1
14931,5,5,4651.5,cluster_1
14932,178,2,7029.78,cluster_3
14934,82,2,12199.35,cluster_1
14935,298,1,11415.0,cluster_3
14936,34,9,49642.07,cluster_1
14937,57,3,6622.44,cluster_1
14938,141,2,9724.29,cluster_1
14944,30,12,34897.01,cluster_0
14946,15,1,159.28,cluster_1
14947,73,2,2106.98,cluster_1
14948,24,6,8026.57,cluster_1
14949,267,1,269.8,cluster_3
14950,20,1,1774.34,cluster_1
14951,80,1,3507.16,cluster_1
14952,60,11,42627.91,cluster_1
14953,26,1,2545.25,cluster_1
14954,13,1,812.88,cluster_1
14955,352,1,2369.1,cluster_3
14957,254,1,408.41,cluster_3
14958,148,3,1807.74,cluster_3
14959,65,4,5776.139999999999,cluster_1
14960,9,2,1477.7900000000002,cluster_1
14961,11,9,40760.5,cluster_1
14962,271,1,580.91,cluster_3
14963,10,5,11807.65,cluster_1
14964,248,2,6692.19,cluster_3
14965,97,2,4220.37,cluster_1
14966,15,1,1108.01,cluster_1
14967,50,2,5937.01,cluster_1
14968,31,1,1415.87,cluster_1
14970,69,4,4161.9800000000005,cluster_1
14971,36,3,7675.0,cluster_1
14972,129,1,404.63,cluster_1
14973,108,4,5513.21,cluster_1
14974,38,1,458.99,cluster_1
14975,58,1,4181.71,cluster_1
14976,58,6,3172.19,cluster_1
14977,332,1,17352.73,cluster_3
14978,73,5,7228.809999999999,cluster_1
14979,352,1,84.5,cluster_3
14981,247,1,919.9,cluster_3
14982,372,1,29038.07,cluster_3
14984,20,2,801.86,cluster_1
14985,199,2,2886.06,cluster_3
14986,352,1,87.36,cluster_3
14987,16,2,1219.2,cluster_1
14988,212,1,1776.07,cluster_3
14991,352,1,265.16,cluster_3
14993,141,1,82.08,cluster_1
14995,39,3,7010.77,cluster_1
14997,47,5,18413.82,cluster_1
14998,171,3,4314.75,cluster_3
14999,141,1,535.55,cluster_1
15000,48,1,2737.01,cluster_1
15002,116,4,10085.52,cluster_1
15004,148,1,7626.059999999999,cluster_3
15005,16,28,45896.72,cluster_0
15006,52,2,3449.39,cluster_1
15007,160,2,4961.87,cluster_3
15009,13,3,6763.12,cluster_1
15010,36,2,3319.42,cluster_1
15012,54,2,2702.97,cluster_1
15014,44,2,1785.04,cluster_1
15016,173,1,953.31,cluster_3
15017,34,1,774.4,cluster_1
15018,39,4,2501.96,cluster_1
15019,267,1,1766.16,cluster_3
15021,9,10,9595.97,cluster_1
15022,12,4,5373.23,cluster_1
15023,4,11,33504.19,cluster_1
15024,10,10,10034.26,cluster_1
15025,34,1,2238.64,cluster_1
15026,81,3,2775.93,cluster_1
15027,31,5,6730.349999999999,cluster_1
15028,9,4,4978.06,cluster_1
15030,72,2,4344.84,cluster_1
15031,5,4,4439.31,cluster_1
15032,257,3,21334.49,cluster_3
15033,5,10,18687.4,cluster_1
15034,16,8,27568.76,cluster_1
15035,90,1,2769.86,cluster_1
15036,73,3,3611.91,cluster_1
15038,59,6,2875.7,cluster_1
15039,10,47,99774.95,cluster_0
15040,249,1,63.900000000000006,cluster_3
15041,158,2,1509.75,cluster_3
15042,200,1,446.76,cluster_3
15043,32,1,2416.0,cluster_1
15044,20,17,35891.7,cluster_0
15045,152,2,1922.48,cluster_3
15046,10,15,38724.84,cluster_0
15047,270,1,2627.74,cluster_3
15048,66,4,2346.47,cluster_1
15049,274,1,769.79,cluster_3
15050,26,3,14211.52,cluster_1
15051,24,3,11317.43,cluster_1
15052,320,1,1022.61,cluster_3
15053,5,3,8200.88,cluster_1
15054,13,2,1837.43,cluster_1
15057,276,2,8372.9,cluster_3
15058,26,11,12574.4,cluster_1
15059,41,9,7561.23,cluster_1
15060,9,4,1721.25,cluster_1
15061,4,48,333977.12,cluster_0
15062,72,4,7908.92,cluster_1
15063,214,1,954.02,cluster_3
15065,18,5,35954.43,cluster_1
15066,54,1,4165.02,cluster_1
15067,79,3,11325.12,cluster_1
15068,47,2,4297.8,cluster_1
15069,180,1,6345.02,cluster_3
15070,373,1,477.72,cluster_3
15071,94,2,3763.64,cluster_1
15073,10,3,5659.44,cluster_1
15074,106,1,4868.08,cluster_1
15075,78,1,5373.61,cluster_1
15076,101,2,6767.5,cluster_1
15078,8,32,44586.91,cluster_0
15079,213,4,4546.69,cluster_3
15081,23,6,3777.25,cluster_1
15083,257,1,480.02,cluster_3
15085,298,1,15.84,cluster_3
15087,64,3,22398.65,cluster_1
15088,22,3,6020.17,cluster_1
15089,11,6,15587.54,cluster_1
15090,309,1,2463.18,cluster_3
15091,68,1,3977.04,cluster_1
15092,216,2,1852.82,cluster_3
15093,19,7,47088.95,cluster_1
15095,104,4,12464.1,cluster_1
15096,43,1,1454.75,cluster_1
15097,5,1,1048.88,cluster_1
15098,183,3,1812.85,cluster_3
15099,85,1,3936.25,cluster_1
15100,334,3,1717.6,cluster_3
15101,9,2,1910.97,cluster_1
15103,32,2,4092.73,cluster_1
15104,197,3,19389.17,cluster_3
15105,19,7,14768.04,cluster_1
15106,18,5,12643.54,cluster_1
15107,312,6,2069.78,cluster_3
15108,142,3,6210.23,cluster_1
15109,246,2,1894.79,cluster_3
15110,24,4,3541.96,cluster_1
15111,30,3,8883.16,cluster_1
15112,177,1,8401.53,cluster_3
15113,10,3,22391.65,cluster_1
15114,31,10,34318.34,cluster_1
15115,19,1,1957.74,cluster_1
15116,18,4,8027.57,cluster_1
15117,15,5,17424.99,cluster_1
15118,135,2,15016.33,cluster_1
15119,246,1,1174.91,cluster_3
15120,134,1,3401.84,cluster_1
15121,51,2,2508.64,cluster_1
15122,115,3,8586.14,cluster_1
15123,8,2,10496.86,cluster_1
15124,23,2,2577.63,cluster_1
15125,26,15,65083.36,cluster_0
15127,66,1,2989.12,cluster_1
15128,61,4,15272.4,cluster_1
15129,51,12,22453.81,cluster_1
15130,170,1,2357.44,cluster_3
15132,19,5,7841.94,cluster_1
15133,128,3,7976.7,cluster_1
15134,15,8,10074.29,cluster_1
15135,240,1,583.21,cluster_3
15136,3,4,7528.04,cluster_1
15137,44,1,4694.52,cluster_1
15138,32,1,10110.26,cluster_1
15139,240,2,2315.0,cluster_3
15140,53,8,18556.36,cluster_1
15142,47,1,4058.58,cluster_1
15143,226,1,1803.19,cluster_3
15144,9,17,33408.08,cluster_0
15145,5,4,8224.89,cluster_1
15146,165,2,16458.25,cluster_3
15147,241,1,4390.16,cluster_3
15148,11,1,1253.17,cluster_1
15149,134,1,1845.58,cluster_1
15150,18,10,41767.5,cluster_1
15152,10,13,29483.43,cluster_0
15153,32,1,2366.92,cluster_1
15154,76,1,1166.79,cluster_1
15156,2,3,5097.06,cluster_1
15157,4,3,24102.21,cluster_1
15158,46,1,2136.06,cluster_1
15159,2,30,129213.38,cluster_0
15160,358,1,1023.0,cluster_3
15162,157,1,8060.65,cluster_3
15163,19,2,2218.58,cluster_1
15164,69,4,13302.42,cluster_1
15165,374,1,2139.85,cluster_3
15167,321,1,822.84,cluster_3
15168,26,1,642.3199999999999,cluster_1
15171,332,1,4293.9,cluster_3
15172,9,5,15752.32,cluster_1
15174,323,1,1506.16,cluster_3
15175,72,1,4882.96,cluster_1
15177,32,1,13012.02,cluster_1
15178,261,1,287.79999999999995,cluster_3
15179,19,5,21818.1,cluster_1
15180,368,1,458.7,cluster_3
15181,67,3,6283.24,cluster_1
15182,155,2,2861.24,cluster_3
15184,30,3,10525.24,cluster_1
15185,71,1,7143.72,cluster_1
15186,15,3,7480.56,cluster_1
15187,2,15,19566.24,cluster_0
15188,184,1,2347.6800000000003,cluster_3
15189,2,41,74866.47,cluster_0
15192,120,3,10480.82,cluster_1
15193,61,1,1987.92,cluster_1
15194,4,15,61262.55,cluster_0
15195,3,1,8690.76,cluster_1
15197,11,3,4634.17,cluster_1
15198,93,2,1428.4,cluster_1
15199,60,4,5358.4400000000005,cluster_1
15201,88,5,13544.62,cluster_1
15203,26,7,17326.65,cluster_1
15204,358,1,2909.1,cluster_3
15205,86,2,4422.57,cluster_1
15206,11,4,1610.46,cluster_1
15207,239,1,1044.45,cluster_3
15208,2,6,5413.25,cluster_1
15210,226,1,2676.4700000000003,cluster_3
